Topic,Topic2,Category2,Date,Sentiment,Sentiment_YoY_Growth,Frequency,Frequency_YoY_Growth,Trending_Score,Perspective,Perspective2,Category1,Country,Novelty_Score
Gin,Water,tonic,last 6 month,0.3612,36.12,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,#demwitches,tonic,last year,0.0,-0.9828149,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#beer,Wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#designinspo,#homedecor,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#flavors,Flavoring,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#groove,#drum,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#groove,#jazz,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#latenightshow,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#lightingdesign,@WindowTrendsHI,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
@OutwavesMA,#drummer,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Coke,#beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Creamy,Salmon,ginger ale,last 6 month,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Crackers,ginger ale,last year,0.046320003,4.6320004,4,400.0,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Know,Ginger Ale,ginger ale,last year,0.0,-0.9613003,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Lime,Coca Cola,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Ramen,Chocolate Milk,ginger ale,last year,0.6369,63.690002,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Salmon,Ginger Ale,ginger ale,last 3 month,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprite,Soda,ginger ale,last year,0.0,-0.97306037,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
White House,Abraham,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Brand,Brand,Beverage,Canada,8.834928
#NOTANAD,Sparkling Water,soda,last year,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#WorldWaterDay2019,#RefreshingByNature,soda,last 3 month,0.0,-0.986969,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craft,#mojito,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#craft,Lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#giveaway,@homejobsbymom,soda,last 6 month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#happy,#wellbeing,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#humanhappiness,#community,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#isolationnation,#stayinnandbeoutout,soda,last year,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#isolationnation,Lime,soda,last year,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@GFuelEnergy,Apple,soda,last year,-0.7351,-73.509995,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@homejobsbymom,#win,soda,last 3 month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Carbonated,Apple,soda,last year,-0.7351,-73.509995,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Coca Cola,Soda,soda,last year,0.025799999,2.58,2,200.0,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Cold,#sparklingwater,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Lime,Sparkling Water,soda,last year,0.296,29.6,4,400.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
My Favorite,Soda Water,soda,last year,0.0,-0.9881179,0,-0.99667776,0.0,Brand,Ingredient,Beverage,Canada,
Rolls,Soda,soda,last month,0.0772,7.7200003,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Seltzer,Flat,soda,last 6 month,-0.6705,-67.049995,2,200.0,0.0,Ingredient,Motivation,Beverage,Canada,8.834928
Sparkling Water,Cheddar Cheese,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Squid,Red,soda,last year,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#Ginvent,Stick,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Hashtag,Motivation,Beverage,Canada,
#MarchMadness,@drjoshsc,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#MarchMadness,@drjoshsc,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#SimplyAmazing,Coffee,tonic,last 3 month,0.5859,58.59,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#chairmansreserve,Spiced,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Motivation,Beverage,Canada,8.589969
#ginandtonic,#portlandbars,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,#tiqaportland,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#portlandbars,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,#fevertree,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#tiqaportland,Rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#wintersover,#bluehenntonic,tonic,last 3 month,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@CAEAirport,Tonic,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@columbiasc,Tonic,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Cinnamon,Tonic,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Ingredient,Beverage,Canada,
Fever Tree,#rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Fever Tree,#tiqaportland,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Hashtag,Beverage,Canada,8.834928
Fever Tree,Rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Fever Tree,Tonic,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Gin,Fever Tree,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Gin,Rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tonic,#rosemary,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@drjoshsc,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,Rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#Coke,#artificial,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#arcade,#minigolf,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#familyfun,#food,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#food,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#groove,#rock,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#interiordesign,#lightingdesign,ginger ale,last year,0.7263,72.63,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#latenightshow,#djent,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#rock,#djent,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@pepsi,Cake,ginger ale,last year,0.0,-0.9842767,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
American,Ginger Ale,ginger ale,last 6 month,0.0,0.0,2,200.0,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Cherry Coke,Coca Cola,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Coke,Icing,ginger ale,last year,0.0,-0.9842767,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold,Ice,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold Water,Cranberry Juice,ginger ale,last 3 month,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cold Water,Cranberry Juice,ginger ale,last year,0.0,-1.1488096,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Dr Pepper,Coke,ginger ale,last year,-0.8442,-84.42,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,7.6868787
Ginger Ale,Strong,ginger ale,last 3 month,0.5574,55.739998,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Lime,Lemon,ginger ale,last year,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprite,Lemon,ginger ale,last 6 month,0.0,-0.9879169,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Vanilla,Cherry Coke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#lemonade,Ginger,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#stayinnandbeoutout,#NOTANAD,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#summer,Fresh Lime,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#summer,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#whynot,Coffee,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Apple,Soda,soda,last year,0.0,-0.9878434,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Caffeine,Soda,soda,last year,-0.34,-34.0,2,200.0,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Carbonated,Shake,soda,last year,-0.6705,-67.049995,2,200.0,0.0,Motivation,Motivation,Beverage,Canada,8.834928
Cherry,Cherry Vodka,soda,last year,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cherry,Soda,soda,last year,0.34994286,34.994286,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Dried,Bean Soup,soda,last 3 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sparkling Water,Mustard,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprouts,Cheddar Cheese,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sprouts,Eggs,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Squid,Red,soda,last 3 month,0.0,-1.030303,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Tomato,Eggs,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Veggies,Sparkling Water,soda,last year,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Water,Coke,soda,last year,0.8687,86.87,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#RealColumbiaSC,@columbiasc,tonic,last 6 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#cocktails,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#craftcocktails,Fever Tree,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#ginandtonic,#tiqaportland,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,Rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#tiqaportland,#portlandbars,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@CAEAirport,@drjoshsc,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Radio702,@MapsMaponyane,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@bbcthree,@michellevisage,tonic,last 6 month,-0.2942,-29.42,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
Caffeine,Dry,tonic,last year,0.0,-1.0162628,0,-0.9985735,0.0,Motivation,Motivation,Beverage,Canada,
Cinnamon,Stick,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Motivation,Beverage,Canada,
Cranberry,Ginger,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Cranberry,Rum,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Gin,#MarchMadness,tonic,last 3 month,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,#rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@EpicFoundSA,tonic,last year,0.5267,52.670002,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,@columbiasc,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Water,tonic,last year,0.3612,36.12,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger,@ChairmansUK,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Rum,@ChairmansUK,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tonic,#rosemary,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,Cranberry,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
#VIPjuggz,Coke,ginger ale,last year,0.0,-1.0213538,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#haveyouseenmyjuggz,Coke,ginger ale,last year,0.0,-1.0213538,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#jazz,#metal,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#minigolf,#wine,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@Dj,Coke,ginger ale,last year,0.802,80.2,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
Cheese,@Jaguars,ginger ale,last 6 month,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Cherry,Vanilla,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Coke,Soda,ginger ale,last 6 month,0.0,-0.983482,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger Ale,Alfredo,ginger ale,last 6 month,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Jack,@ETEAKI_T,ginger ale,last 6 month,0.636,63.6,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Jack,Tequila,ginger ale,last year,0.636,63.6,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
#beverage,#lemonade,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#beverage,Fresh Mint,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#coldbrew,#delicious,soda,last year,0.0,-0.97927034,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gingerlemonade,#beverage,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#giveaway,#win,soda,last month,0.68,68.0,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#happy,Toasted,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#health,Toasted,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#humanhappiness,#happiness,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#isolationnation,Lime,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#isolationnation,Vodka,soda,last 3 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
Baking Soda,Lemon,soda,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cheddar Cheese,Veggies,soda,last 6 month,0.8743,87.43,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Croissants,Fried Eggs,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Croissants,Provolone Cheese,soda,last year,0.88,88.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Grape,Soda,soda,last 3 month,0.3612,36.12,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
Ice Cream,Shake,soda,last 6 month,0.8388,83.880005,3,300.0,0.0,Ingredient,Motivation,Beverage,Canada,8.589969
Lime,#NOTANAD,soda,last year,0.296,29.6,4,400.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Shake,Soda,soda,last 3 month,0.8388,83.880005,3,300.0,0.0,Motivation,Ingredient,Beverage,Canada,8.589969
Water,#WorldWaterDay2019,soda,last 3 month,0.0,-0.986969,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
#BunsOut,@Radio702,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#MarchMadness,Tonic,tonic,last year,0.0,-0.9807914,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#chairmansreserve,@ChairmansUK,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#craftcocktails,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#craftcocktails,Fever Tree,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#gin&tonic,#spanishgin,tonic,last year,0.0,0.0,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,#portlandbars,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#ginandtonic,Fever Tree,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Brand,Beverage,Canada,8.834928
#howsyourheadhun,@bbcthree,tonic,last year,-0.2942,-29.42,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.589969
#rosemary,Angostura Bitters,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
@DoubleDutchMix,Rum,tonic,last year,0.8832,88.32,3,300.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
@DoubleDutchMix,Spiced,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Hashtag,Motivation,Beverage,Canada,8.589969
@EpicFoundSA,@MapsMaponyane,tonic,last year,0.5267,52.670002,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Angostura Bitters,Tonic Water,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Cranberry,@ChairmansUK,tonic,last year,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Gin,#bbcqt,tonic,last 6 month,0.0,0.0,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,#craftcocktails,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Gin,Tonic Water,tonic,last year,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Ginger,@ChairmansUK,tonic,last 6 month,0.8832,88.32,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Rosemary,Tonic Water,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Stick,Fresh,tonic,last year,0.0,-0.98876655,0,-0.99667776,0.0,Motivation,Ingredient,Beverage,Canada,
Stick,Orange,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Motivation,Ingredient,Beverage,Canada,
Tonic,#portlandbars,tonic,last 3 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,#rosemary,tonic,last 6 month,0.0,-1.0423371,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Tonic,@bbcthree,tonic,last month,-0.2942,-29.42,3,300.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.589969
Tonic,Stick,tonic,last 6 month,0.0,-0.98876655,0,-0.99667776,0.0,Ingredient,Motivation,Beverage,Canada,
#CherryCoke,#Enjoy,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#CherryCoke,Cherry Coke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#arcade,#familyfun,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#drum,@OutwavesMA,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#drummer,@8gband,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#familyfun,Beer,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#golf,#lifeofriley,ginger ale,last year,0.0,-0.97732425,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
@OutwavesMA,#rock,ginger ale,last year,0.5067,50.67,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
Alfredo,Cake,ginger ale,last 6 month,0.0,-0.9786689,0,-0.99502486,0.0,Brand,Ingredient,Beverage,Canada,8.834928
Beer,#lasertag,ginger ale,last year,0.0,-0.9838788,0,-0.99502486,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Cherry,#CherryCoke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Hashtag,Beverage,Canada,8.834928
Creamy,Alfredo,ginger ale,last 3 month,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Brand,Beverage,Canada,8.834928
Creamy,Cake,ginger ale,last 3 month,0.0,-0.9786689,0,-0.99502486,0.0,Motivation,Ingredient,Beverage,Canada,8.834928
Flavoring,Biotech,ginger ale,last year,0.0,0.0,0,-0.99502486,0.0,Ingredient,Brand,Beverage,Canada,8.834928
Jack,Honey,ginger ale,last year,0.0,0.0,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Lime,Cherry Coke,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Lime,Vanilla,ginger ale,last year,0.7184,71.84,2,200.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Salmon,Ginger Ale,ginger ale,last year,0.0,-0.9786689,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
Sweet Pickles,Pimento,ginger ale,last year,0.0,-0.90966576,0,-0.99502486,0.0,Ingredient,Ingredient,Beverage,Canada,8.834928
#NATURAL,#Relax,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
#community,#happiness,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gingerlemonade,#summer,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#gingerlemonade,Sparkling Water,soda,last year,0.0,-0.98968965,0,-0.99502486,0.0,Hashtag,Ingredient,Beverage,Canada,8.834928
#health,#wellbeing,soda,last year,0.937,93.7,2,200.0,0.0,Hashtag,Hashtag,Beverage,Canada,8.834928
#isolationnation,Vodka,soda,last 6 month,0.296,29.6,4,400.0,0.0,Hashtag,Ingredient,Beverage,Canada,8.589969
#sparklingwater,#hammock,soda,last year,0.4404,44.04,3,300.0,0.0,Hashtag,Hashtag,Beverage,Canada,7.6868787
Bacon,Cheese,soda,last year,-0.296,-29.6,3,300.0,0.0,Ingredient,Ingredient,Beverage,Canada,8.589969
